f,u,n,d,a,$,COPY	f,u,n,d,a
l,h,h,u,e,k,e,l,s,a,$,V,SG,1,FUT	n,g,i,y,o,l,h,h,u,e,k,e,l,s,a
l,a,q,o,l,y,e,z,w,a,$,COPY	l,a,q,o,l,y,e,z,w,a
l,a,q,o,l,y,e,z,w,a,$,V,SG,1,PST+RMT	n,g,a,l,a,q,o,l,y,e,z,w,a
t,w,a,$,COPY	t,w,a
t,w,a,$,V,SG,1,PRS	n,g,i,t,w,a
a,u,a,$,COPY	a,u,a
a,u,a,$,V,SG,1,PST+RMT	n,g,a,a,u,a
z,f,m,$,COPY	z,f,m
z,f,m,$,V,SG,1,FUT	n,g,i,y,o,k,u,z,f,m
l,w,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,u,l,w,a
s,u,k,d,k,a,$,COPY	s,u,k,d,k,a
s,u,k,d,k,a,$,V,SG,1,PRS	n,g,i,s,u,k,d,k,a
s,u,b,y,q,a,$,COPY	s,u,b,y,q,a
s,u,b,y,q,a,$,V,SG,1,PST+RMT	n,g,a,s,u,b,y,q,a
s,u,k,u,n,a,$,COPY	s,u,k,u,n,a
s,u,k,u,n,a,$,V,SG,1,PST+RCT	n,g,i,s,u,k,u,n,e
s,b,k,a,m,a,$,COPY	s,b,k,a,m,a
s,b,k,a,m,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,s,b,k,a,m,a
s,l,k,u,u,a,$,COPY	s,l,k,u,u,a
s,l,k,u,u,a,$,V,SG,1,FUT	n,g,i,y,o,s,l,k,u,u,a
p,p,z,t,o,m,o,a,$,COPY	p,p,z,t,o,m,o,a
p,p,z,t,o,m,o,a,$,V,SG,1,PRS	n,g,i,p,p,z,t,o,m,o,a
p,h,e,n,d,u,l,a,$,V,SG,1,PST+RCT	n,g,i,p,h,e,n,d,u,l,e
p,h,e,g,d,u,l,a,$,COPY	p,h,e,g,d,u,l,a
p,h,e,g,d,u,l,a,$,V,SG,1,FUT	n,g,i,y,o,p,h,e,g,d,u,l,a
p,m,e,t,d,u,l,a,$,COPY	p,m,e,t,d,u,l,a
p,m,e,t,d,u,l,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,p,m,e,t,d,u,l,a
p,h,e,e,u,j,l,a,$,COPY	p,h,e,e,u,j,l,a
p,h,e,e,u,j,l,a,$,V,SG,1,PST+RMT	n,g,a,p,h,e,e,u,j,l,a
q,i,q,d,q,$,COPY	q,i,q,d,q
q,i,q,d,q,$,V,SG,1,FUT	n,g,i,y,o,q,i,q,d,q
q,o,e,d,a,$,COPY	q,o,e,d,a
q,o,e,d,a,$,V,SG,1,PST+RCT	n,g,i,q,o,e,d,e
p,p,n,d,a,$,COPY	p,p,n,d,a
p,p,n,d,a,$,V,SG,1,PRS	n,g,i,y,a,p,p,n,d,a
q,d,u,e,a,$,COPY	q,d,u,e,a
q,d,u,e,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,q,d,u,e,a
j,o,p,h,a,$,COPY	j,o,p,h,a
j,o,p,h,a,$,V,SG,1,PST+RMT	n,g,a,j,o,p,h,a
b,o,n,a,k,a,z,a,$,COPY	b,o,n,a,k,a,z,a
b,o,n,a,k,a,z,a,$,V,SG,1,PST+RMT	n,g,a,b,o,n,a,k,a,z,a
b,o,n,a,n,a,l,a,$,COPY	b,o,n,a,n,a,l,a
b,o,n,a,n,a,l,a,$,V,SG,1,FUT	n,g,i,y,o,b,o,n,a,n,a,l,a
b,z,n,a,k,a,u,a,$,COPY	b,z,n,a,k,a,u,a
b,z,n,a,k,a,u,a,$,V,SG,1,PRS	n,g,i,b,z,n,a,k,a,u,a
b,o,n,a,k,a,f,a,$,COPY	b,o,n,a,k,a,f,a
b,o,n,a,k,a,f,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,b,o,n,a,k,a,f,a
b,o,n,z,d,a,l,a,$,COPY	b,o,n,z,d,a,l,a
b,o,n,z,d,a,l,a,$,V,SG,1,PST+RCT	n,g,i,b,o,n,z,d,a,l,e
c,h,a,t,i,s,a,$,COPY	c,h,a,t,i,s,a
c,h,a,t,i,s,a,$,V,SG,1,PST+RCT	n,g,i,c,h,a,t,i,s,e
c,g,a,i,i,d,a,$,COPY	c,g,a,i,i,d,a
c,g,a,i,i,d,a,$,V,SG,1,PRS	n,g,i,c,g,a,i,i,d,a
c,m,a,s,o,v,a,$,COPY	c,m,a,s,o,v,a
c,m,a,s,o,v,a,$,V,SG,1,PST+RMT	n,g,a,c,m,a,s,o,v,a
c,h,b,d,i,s,a,$,COPY	c,h,b,d,i,s,a
c,h,b,d,i,s,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,c,h,b,d,i,s,a
c,i,a,n,s,a,a,$,COPY	c,i,a,n,s,a,a
c,i,a,n,s,a,a,$,V,SG,1,FUT	n,g,i,y,o,c,i,a,n,s,a,a
h,w,p,f,f,a,e,a,$,COPY	h,w,p,f,f,a,e,a
h,w,p,f,f,a,e,a,$,V,SG,1,PRS	n,g,i,h,w,p,f,f,a,e,a
h,l,l,n,g,m,n,a,$,COPY	h,l,l,n,g,m,n,a
h,l,l,n,g,m,n,a,$,V,SG,1,PST+RCT	n,g,i,h,l,l,n,g,m,n,e
h,j,a,q,g,s,n,a,$,COPY	h,j,a,q,g,s,n,a
h,j,a,q,g,s,n,a,$,V,SG,1,FUT	n,g,i,y,o,h,j,a,q,g,s,n,a
h,p,s,n,f,a,q,a,$,COPY	h,p,s,n,f,a,q,a
h,p,s,n,f,a,q,a,$,V,SG,1,PST+RMT	n,g,a,h,p,s,n,f,a,q,a
h,l,p,f,g,p,e,a,$,COPY	h,l,p,f,g,p,e,a
h,l,p,f,g,p,e,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,h,l,p,f,g,p,e,a
n,e,u,d,a,$,COPY	n,e,u,d,a
n,e,u,d,a,$,V,SG,1,FUT	n,g,i,y,o,n,e,u,d,a
p,d,u,o,u,$,COPY	p,d,u,o,u
p,d,u,o,u,$,V,SG,1,PRS	n,g,i,p,d,u,o,u
t,h,u,m,s,$,COPY	t,h,u,m,s
t,h,u,m,s,$,V,SG,1,PST+RMT	n,g,a,t,h,u,m,s
p,l,h,m,a,$,COPY	p,l,h,m,a
p,l,h,m,a,$,V,SG,1,PST+RCT	n,g,i,p,l,h,m,e
t,k,u,s,n,$,COPY	t,k,u,s,n
t,k,u,s,n,$,V,SG,1,FUT+IMMED	n,g,i,z,o,t,k,u,s,n
z,w,p,$,COPY	z,w,p
z,w,p,$,V,SG,1,FUT	n,g,i,y,o,k,u,z,w,p
z,w,f,$,COPY	z,w,f
z,w,f,$,V,SG,1,PST+RMT	n,g,a,z,w,f
d,w,a,$,V,SG,1,PRS	n,g,i,y,e,d,w,a
z,e,a,$,COPY	z,e,a
z,e,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,u,z,e,a
q,e,l,a, ,p,s,a,n,s,i,$,COPY	q,e,l,a, ,p,s,a,n,s,i
q,e,l,a, ,p,s,a,n,s,i,$,V,SG,1,FUT	n,g,i,y,o,q,e,l,a, ,p,s,a,n,s,i
l,p,l,a, ,p,h,a,n,t,i,$,COPY	l,p,l,a, ,p,h,a,n,t,i
l,p,l,a, ,p,h,a,n,t,i,$,V,SG,1,PST+RMT	n,g,a,l,p,l,a, ,p,h,a,n,t,i
l,a,l,a, ,p,h,a,t,s,i,$,COPY	l,a,l,a, ,p,h,a,t,s,i
l,a,l,a, ,p,h,a,t,s,i,$,V,SG,1,PST+RCT	n,g,i,l,e,l,e, ,p,h,a,t,s,i
k,a,l,a, ,p,y,a,p,d,i,$,COPY	k,a,l,a, ,p,y,a,p,d,i
k,a,l,a, ,p,y,a,p,d,i,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,a,l,a, ,p,y,a,p,d,i
j,h,s,a, ,p,h,f,h,s,i,$,COPY	j,h,s,a, ,p,h,f,h,s,i
j,h,s,a, ,p,h,f,h,s,i,$,V,SG,1,PRS	n,g,i,j,h,s,a, ,p,h,f,h,s,i
v,s,l,a,$,COPY	v,s,l,a
v,s,l,a,$,V,SG,1,PST+RCT	n,g,i,v,s,l,e
y,n,o,a,$,COPY	y,n,o,a
y,n,o,a,$,V,SG,1,PRS	n,g,i,y,n,o,a
v,u,p,h,$,COPY	v,u,p,h
v,u,p,h,$,V,SG,1,PST+RMT	n,g,a,v,u,p,h
a,h,l,a,$,COPY	a,h,l,a
a,h,l,a,$,V,SG,1,FUT	n,g,i,y,o,a,h,l,a
a,u,z,y,$,COPY	a,u,z,y
a,u,z,y,$,V,SG,1,FUT+IMMED	n,g,i,z,o,a,u,z,y
v,u,j,t,$,COPY	v,u,j,t
v,u,j,t,$,V,SG,1,FUT	n,g,i,y,o,v,u,j,t
m,t,g,m,$,COPY	m,t,g,m
m,t,g,m,$,V,SG,1,PST+RMT	n,g,a,m,t,g,m
j,t,c,q,$,COPY	j,t,c,q
j,t,c,q,$,V,SG,1,PRS	n,g,i,j,t,c,q
n,u,n,a,$,COPY	n,u,n,a
n,u,n,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,n,u,n,a
u,u,m,a,$,COPY	u,u,m,a
u,u,m,a,$,V,SG,1,PST+RCT	n,g,i,u,u,m,e
z,v,w,d,c,$,COPY	z,v,w,d,c
z,v,w,d,c,$,V,SG,1,FUT	n,g,i,y,o,z,v,w,d,c
f,k,k,k,q,$,COPY	f,k,k,k,q
f,k,k,k,q,$,V,SG,1,PRS	n,g,i,f,k,k,k,q
p,u,n,d,a,$,COPY	p,u,n,d,a
p,u,n,d,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,p,u,n,d,a
f,u,a,c,a,$,COPY	f,u,a,c,a
f,u,a,c,a,$,V,SG,1,PST+RCT	n,g,i,f,u,a,c,e
f,u,u,d,n,$,COPY	f,u,u,d,n
f,u,u,d,n,$,V,SG,1,PST+RMT	n,g,a,f,u,u,d,n
p,h,i,y,a,a,$,COPY	p,h,i,y,a,a
p,h,i,y,a,a,$,V,SG,1,PST+RMT	n,g,a,p,h,i,y,a,a
p,p,i,c,d,a,$,COPY	p,p,i,c,d,a
p,p,i,c,d,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,p,p,i,c,d,a
p,h,t,o,d,a,$,COPY	p,h,t,o,d,a
p,h,t,o,d,a,$,V,SG,1,FUT	n,g,i,y,o,p,h,t,o,d,a
p,d,i,n,d,a,$,COPY	p,d,i,n,d,a
p,d,i,n,d,a,$,V,SG,1,PRS	n,g,i,p,d,i,n,d,a
s,h,e,s,k,a,$,COPY	s,h,e,s,k,a
s,h,e,s,k,a,$,V,SG,1,PST+RCT	n,g,i,s,h,e,s,k,e
v,o,m,a,$,V,SG,1,PST+RCT	n,g,i,v,o,m,e
v,j,d,a,$,COPY	v,j,d,a
v,j,d,a,$,V,SG,1,PRS	n,g,i,v,j,d,a
u,a,l,h,$,COPY	u,a,l,h
u,a,l,h,$,V,SG,1,PST+RMT	n,g,a,u,a,l,h
t,a,l,h,$,COPY	t,a,l,h
t,a,l,h,$,V,SG,1,FUT	n,g,i,y,o,t,a,l,h
a,a,m,a,$,COPY	a,a,m,a
a,a,m,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,a,a,m,a
k,v,v,m,b,p,l,a,$,COPY	k,v,v,m,b,p,l,a
k,v,v,m,b,p,l,a,$,V,SG,1,PST+RCT	n,g,i,k,v,v,m,b,p,l,e
k,n,t,m,b,g,l,a,$,COPY	k,n,t,m,b,g,l,a
k,n,t,m,b,g,l,a,$,V,SG,1,PST+RMT	n,g,a,k,n,t,m,b,g,l,a
k,m,p,k,b,u,g,a,$,COPY	k,m,p,k,b,u,g,a
k,m,p,k,b,u,g,a,$,V,SG,1,PRS	n,g,i,y,a,k,m,p,k,b,u,g,a
k,e,u,m,b,u,l,a,$,COPY	k,e,u,m,b,u,l,a
k,e,u,m,b,u,l,a,$,V,SG,1,FUT	n,g,i,y,o,k,e,u,m,b,u,l,a
k,f,u,m,z,u,a,a,$,COPY	k,f,u,m,z,u,a,a
k,f,u,m,z,u,a,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,f,u,m,z,u,a,a
t,h,p,l,g,a,$,COPY	t,h,p,l,g,a
t,h,p,l,g,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,t,h,p,l,g,a
t,j,e,t,s,a,$,COPY	t,j,e,t,s,a
t,j,e,t,s,a,$,V,SG,1,PST+RCT	n,g,i,t,j,e,t,s,e
t,b,b,z,c,a,$,COPY	t,b,b,z,c,a
t,b,b,z,c,a,$,V,SG,1,PST+RMT	n,g,a,t,b,b,z,c,a
t,l,q,n,q,a,$,COPY	t,l,q,n,q,a
t,l,q,n,q,a,$,V,SG,1,PRS	n,g,i,t,l,q,n,q,a
t,h,y,n,v,a,$,COPY	t,h,y,n,v,a
t,h,y,n,v,a,$,V,SG,1,FUT	n,g,i,y,o,t,h,y,n,v,a
i,f,m,a,$,COPY	i,f,m,a
i,f,m,a,$,V,SG,1,PRS	n,g,i,i,f,m,a
m,e,m,a,$,V,SG,1,PST+RMT	n,g,a,m,e,m,a
m,e,s,a,$,COPY	m,e,s,a
m,e,s,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,m,e,s,a
m,j,q,a,$,COPY	m,j,q,a
m,j,q,a,$,V,SG,1,PST+RCT	n,g,i,m,j,q,e
m,e,a,a,$,COPY	m,e,a,a
m,e,a,a,$,V,SG,1,FUT	n,g,i,y,o,m,e,a,a
b,q,o,b,a,$,COPY	b,q,o,b,a
b,q,o,b,a,$,V,SG,1,PRS	n,g,i,y,a,b,q,o,b,a
e,a,o,a,f,$,COPY	e,a,o,a,f
e,a,o,a,f,$,V,SG,1,PST+RMT	n,g,a,e,a,o,a,f
n,a,y,j,d,$,COPY	n,a,y,j,d
n,a,y,j,d,$,V,SG,1,FUT	n,g,i,y,o,n,a,y,j,d
n,q,n,b,a,$,COPY	n,q,n,b,a
n,q,n,b,a,$,V,SG,1,PST+RCT	n,g,i,n,q,n,b,e
n,q,o,a,g,$,COPY	n,q,o,a,g
n,q,o,a,g,$,V,SG,1,FUT+IMMED	n,g,i,z,o,n,q,o,a,g
s,c,y,$,COPY	s,c,y
s,c,y,$,V,SG,1,FUT+IMMED	n,g,i,z,o,s,c,y
s,k,o,$,COPY	s,k,o
s,k,o,$,V,SG,1,PRS	n,g,i,y,a,s,k,o
s,f,o,$,COPY	s,f,o
s,f,o,$,V,SG,1,FUT	n,g,i,y,o,s,f,o
z,t,o,$,COPY	z,t,o
z,t,o,$,V,SG,1,PST+RMT	n,g,a,z,t,o
t,h,w,t,y,a,$,COPY	t,h,w,t,y,a
t,h,w,t,y,a,$,V,SG,1,PRS	n,g,i,t,h,w,t,y,a
t,h,z,d,h,a,$,COPY	t,h,z,d,h,a
t,h,z,d,h,a,$,V,SG,1,PST+RCT	n,g,i,t,h,z,d,h,e
t,t,y,l,w,a,$,COPY	t,t,y,l,w,a
t,t,y,l,w,a,$,V,SG,1,PST+RMT	n,g,a,t,t,y,l,w,a
t,b,d,d,t,a,$,COPY	t,b,d,d,t,a
t,b,d,d,t,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,t,b,d,d,t,a
t,h,a,t,h,a,$,V,SG,1,FUT	n,g,i,y,o,t,h,a,t,h,a
l,i,n,a,a,$,V,SG,1,PST+RCT	n,g,i,l,i,n,a,e
k,i,n,d,k,$,COPY	k,i,n,d,k
k,i,n,d,k,$,V,SG,1,PRS	n,g,i,y,a,k,i,n,d,k
h,y,n,o,a,$,COPY	h,y,n,o,a
h,y,n,o,a,$,V,SG,1,PST+RMT	n,g,a,h,y,n,o,a
g,q,n,l,a,$,COPY	g,q,n,l,a
g,q,n,l,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,g,q,n,l,a
l,q,z,d,a,$,COPY	l,q,z,d,a
l,q,z,d,a,$,V,SG,1,FUT	n,g,i,y,o,l,q,z,d,a
a,l,a,l,k,$,COPY	a,l,a,l,k
a,l,a,l,k,$,V,SG,1,PST+RMT	n,g,a,a,l,a,l,k
n,l,a,l,a,$,COPY	n,l,a,l,a
n,l,a,l,a,$,V,SG,1,PST+RCT	n,g,i,n,l,a,l,e
s,n,a,b,h,$,COPY	s,n,a,b,h
s,n,a,b,h,$,V,SG,1,FUT	n,g,i,y,o,s,n,a,b,h
d,a,a,l,b,$,COPY	d,a,a,l,b
d,a,a,l,b,$,V,SG,1,FUT+IMMED	n,g,i,z,o,d,a,a,l,b
d,l,a,a,a,$,COPY	d,l,a,a,a
d,l,a,a,a,$,V,SG,1,PRS	n,g,i,d,l,a,a,a
c,z,l,a,$,COPY	c,z,l,a
c,z,l,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,c,z,l,a
c,u,k,a,$,COPY	c,u,k,a
c,u,k,a,$,V,SG,1,PST+RMT	n,g,a,c,u,k,a
h,w,k,g,$,COPY	h,w,k,g
h,w,k,g,$,V,SG,1,PRS	n,g,i,h,w,k,g
c,o,e,a,$,COPY	c,o,e,a
c,o,e,a,$,V,SG,1,FUT	n,g,i,y,o,c,o,e,a
n,u,v,a,$,COPY	n,u,v,a
n,u,v,a,$,V,SG,1,PST+RCT	n,g,i,n,u,v,e
k,h,a,l,h,$,V,SG,1,PRS	n,g,i,y,a,k,h,a,l,h
k,h,e,u,a,$,COPY	k,h,e,u,a
k,h,e,u,a,$,V,SG,1,PST+RMT	n,g,a,k,h,e,u,a
k,h,b,l,a,$,COPY	k,h,b,l,a
k,h,b,l,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,h,b,l,a
k,d,k,m,a,$,COPY	k,d,k,m,a
k,d,k,m,a,$,V,SG,1,PST+RCT	n,g,i,k,d,k,m,e
k,h,a,l,l,$,COPY	k,h,a,l,l
k,h,a,l,l,$,V,SG,1,FUT	n,g,i,y,o,k,h,a,l,l
f,u,w,a,$,COPY	f,u,w,a
f,u,w,a,$,V,SG,1,PST+RCT	n,g,i,f,u,w,e
p,u,s,a,$,COPY	p,u,s,a
p,u,s,a,$,V,SG,1,PRS	n,g,i,p,u,s,a
e,u,n,a,$,COPY	e,u,n,a
e,u,n,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,e,u,n,a
f,s,h,a,$,COPY	f,s,h,a
f,s,h,a,$,V,SG,1,FUT	n,g,i,y,o,f,s,h,a
f,o,o,a,$,COPY	f,o,o,a
f,o,o,a,$,V,SG,1,PST+RMT	n,g,a,f,o,o,a
c,a,v,a,u,g,a,$,COPY	c,a,v,a,u,g,a
c,a,v,a,u,g,a,$,V,SG,1,PRS	n,g,i,c,a,v,a,u,g,a
c,m,b,a,q,g,a,$,COPY	c,m,b,a,q,g,a
c,m,b,a,q,g,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,c,m,b,a,q,g,a
c,a,d,a,w,g,a,$,COPY	c,a,d,a,w,g,a
c,a,d,a,w,g,a,$,V,SG,1,PST+RCT	n,g,i,c,a,d,a,w,g,e
c,k,b,a,q,g,a,$,COPY	c,k,b,a,q,g,a
c,k,b,a,q,g,a,$,V,SG,1,PST+RMT	n,g,a,c,k,b,a,q,g,a
c,a,b,n,s,p,a,$,COPY	c,a,b,n,s,p,a
c,a,b,n,s,p,a,$,V,SG,1,FUT	n,g,i,y,o,c,a,b,n,s,p,a
i,l,v,t,a, ,p,h,a,z,q,i,$,COPY	i,l,v,t,a, ,p,h,a,z,q,i
i,l,v,t,a, ,p,h,a,z,q,i,$,V,SG,1,PST+RCT	n,g,i,i,l,v,t,e, ,p,h,a,z,q,i
h,l,h,l,a, ,p,h,w,n,s,i,$,COPY	h,l,h,l,a, ,p,h,w,n,s,i
h,l,h,l,a, ,p,h,w,n,s,i,$,V,SG,1,FUT	n,g,i,y,o,h,l,h,l,a, ,p,h,w,n,s,i
s,o,a,l,a, ,p,h,a,n,s,i,$,COPY	s,o,a,l,a, ,p,h,a,n,s,i
s,o,a,l,a, ,p,h,a,n,s,i,$,V,SG,1,PRS	n,g,i,s,o,a,l,a, ,p,h,a,n,s,i
e,l,o,l,a, ,p,u,t,w,s,i,$,COPY	e,l,o,l,a, ,p,u,t,w,s,i
e,l,o,l,a, ,p,u,t,w,s,i,$,V,SG,1,FUT+IMMED	n,g,i,z,o,e,l,o,l,a, ,p,u,t,w,s,i
w,c,h,v,n, ,p,h,a,g,s,i,$,COPY	w,c,h,v,n, ,p,h,a,g,s,i
w,c,h,v,n, ,p,h,a,g,s,i,$,V,SG,1,PST+RMT	n,g,a,w,c,h,v,n, ,p,h,a,g,s,i
t,h,k,l,g,$,COPY	t,h,k,l,g
t,h,k,l,g,$,V,SG,1,FUT	n,g,i,y,o,t,h,k,l,g
i,h,o,l,a,$,COPY	i,h,o,l,a
i,h,o,l,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,i,h,o,l,a
c,o,w,s,a,$,COPY	c,o,w,s,a
c,o,w,s,a,$,V,SG,1,PST+RMT	n,g,a,c,o,w,s,a
w,h,g,l,d,$,COPY	w,h,g,l,d
w,h,g,l,d,$,V,SG,1,PRS	n,g,i,w,h,g,l,d
e,b,o,i,a,$,COPY	e,b,o,i,a
e,b,o,i,a,$,V,SG,1,PST+RCT	n,g,i,e,b,o,i,e
l,a,l,e,o,a,$,COPY	l,a,l,e,o,a
l,a,l,e,o,a,$,V,SG,1,PST+RMT	n,g,a,l,a,l,e,o,a
l,o,l,q,l,a,$,COPY	l,o,l,q,l,a
l,o,l,q,l,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,l,o,l,q,l,a
l,a,l,a,l,a,$,V,SG,1,PRS	n,g,i,l,a,l,a,l,a
l,o,w,z,t,a,$,COPY	l,o,w,z,t,a
l,o,w,z,t,a,$,V,SG,1,FUT	n,g,i,y,o,l,o,w,z,t,a
l,q,l,e,l,a,$,COPY	l,q,l,e,l,a
l,q,l,e,l,a,$,V,SG,1,PST+RCT	n,g,i,l,q,l,e,l,e
q,h,y,m,t,$,COPY	q,h,y,m,t
q,h,y,m,t,$,V,SG,1,FUT	n,g,i,y,o,q,h,y,m,t
t,i,l,z,a,$,COPY	t,i,l,z,a
t,i,l,z,a,$,V,SG,1,PST+RCT	n,g,i,t,i,l,z,e
s,h,u,q,a,$,COPY	s,h,u,q,a
s,h,u,q,a,$,V,SG,1,PST+RMT	n,g,a,s,h,u,q,a
t,s,u,m,g,$,COPY	t,s,u,m,g
t,s,u,m,g,$,V,SG,1,PRS	n,g,i,t,s,u,m,g
t,h,u,m,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,t,h,u,m,a
n,g,e,z,a,$,COPY	n,g,e,z,a
n,g,e,z,a,$,V,SG,1,PST+RCT	n,g,i,n,g,e,z,e
n,g,v,n,t,$,COPY	n,g,v,n,t
n,g,v,n,t,$,V,SG,1,FUT+IMMED	n,g,i,z,o,n,g,v,n,t
c,h,e,n,d,$,COPY	c,h,e,n,d
c,h,e,n,d,$,V,SG,1,PST+RMT	n,g,a,c,h,e,n,d
n,g,w,h,c,$,COPY	n,g,w,h,c
n,g,w,h,c,$,V,SG,1,FUT	n,g,i,y,o,n,g,w,h,c
n,p,e,n,a,$,COPY	n,p,e,n,a
n,p,e,n,a,$,V,SG,1,PRS	n,g,i,n,p,e,n,a
b,n,m,k,a,$,COPY	b,n,m,k,a
b,n,m,k,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,b,n,m,k,a
b,h,e,k,a,$,V,SG,1,PST+RCT	n,g,i,b,h,e,k,e
q,a,e,k,a,$,COPY	q,a,e,k,a
q,a,e,k,a,$,V,SG,1,PRS	n,g,i,q,a,e,k,a
b,m,k,k,a,$,COPY	b,m,k,k,a
b,m,k,k,a,$,V,SG,1,PST+RMT	n,g,a,b,m,k,k,a
b,c,n,k,a,$,COPY	b,c,n,k,a
b,c,n,k,a,$,V,SG,1,FUT	n,g,i,y,o,b,c,n,k,a
t,b,e,n,s,b,s,a,$,COPY	t,b,e,n,s,b,s,a
t,b,e,n,s,b,s,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,t,b,e,n,s,b,s,a
t,k,e,n,g,i,e,a,$,COPY	t,k,e,n,g,i,e,a
t,k,e,n,g,i,e,a,$,V,SG,1,PRS	n,g,i,t,k,e,n,g,i,e,a
t,h,d,d,g,i,s,a,$,COPY	t,h,d,d,g,i,s,a
t,h,d,d,g,i,s,a,$,V,SG,1,FUT	n,g,i,y,o,t,h,d,d,g,i,s,a
t,j,i,a,g,i,s,a,$,COPY	t,j,i,a,g,i,s,a
t,j,i,a,g,i,s,a,$,V,SG,1,PST+RCT	n,g,i,t,j,i,a,g,i,s,e
t,h,e,u,g,i,v,a,$,COPY	t,h,e,u,g,i,v,a
t,h,e,u,g,i,v,a,$,V,SG,1,PST+RMT	n,g,a,t,h,e,u,g,i,v,a
t,p,l,c,$,COPY	t,p,l,c
t,p,l,c,$,V,SG,1,FUT	n,g,i,y,o,t,p,l,c
s,j,l,a,$,COPY	s,j,l,a
s,j,l,a,$,V,SG,1,PST+RMT	n,g,a,s,j,l,a
a,a,c,d,$,COPY	a,a,c,d
a,a,c,d,$,V,SG,1,FUT+IMMED	n,g,i,z,o,a,a,c,d
h,a,e,a,$,COPY	h,a,e,a
h,a,e,a,$,V,SG,1,PRS	n,g,i,h,a,e,a
s,a,z,a,$,COPY	s,a,z,a
s,a,z,a,$,V,SG,1,PST+RCT	n,g,i,s,a,z,e
t,d,a,$,COPY	t,d,a
t,d,a,$,V,SG,1,PST+RMT	n,g,a,t,d,a
n,d,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,w,a,n,d,a
s,n,b,f,t,z,a,$,COPY	s,n,b,f,t,z,a
s,n,b,f,t,z,a,$,V,SG,1,FUT	n,g,i,y,o,s,n,b,f,t,z,a
s,w,b,e,n,m,a,$,COPY	s,w,b,e,n,m,a
s,w,b,e,n,m,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,s,w,b,e,n,m,a
s,e,p,b,v,s,a,$,COPY	s,e,p,b,v,s,a
s,e,p,b,v,s,a,$,V,SG,1,PST+RMT	n,g,a,s,e,p,b,v,s,a
s,p,k,e,f,j,a,$,COPY	s,p,k,e,f,j,a
s,p,k,e,f,j,a,$,V,SG,1,PRS	n,g,i,s,p,k,e,f,j,a
s,e,b,e,q,z,a,$,COPY	s,e,b,e,q,z,a
s,e,b,e,q,z,a,$,V,SG,1,PST+RCT	n,g,i,s,e,b,e,q,z,e
z,s,c,v,$,COPY	z,s,c,v
z,s,c,v,$,V,SG,1,PRS	n,g,i,z,s,c,v
z,i,s,a,$,V,SG,1,FUT	n,g,i,y,o,k,w,a,z,i,s,a
z,i,j,f,$,COPY	z,i,j,f
z,i,j,f,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,w,a,z,i,j,f
z,i,o,y,$,COPY	z,i,o,y
z,i,o,y,$,V,SG,1,PST+RMT	n,g,a,z,i,o,y
f,n,k,a,$,V,SG,1,PST+RCT	n,g,i,y,a,f,n,k,e
n,g,e,e,a,$,COPY	n,g,e,e,a
n,g,e,e,a,$,V,SG,1,PRS	n,g,e,n,g,e,e,a
n,z,d,d,a,$,COPY	n,z,d,d,a
n,z,d,d,a,$,V,SG,1,FUT	n,g,i,y,o,k,w,e,n,z,d,d,a
n,z,h,k,a,$,COPY	n,z,h,k,a
n,z,h,k,a,$,V,SG,1,PST+RCT	n,g,e,n,z,h,k,e
n,a,e,k,h,$,COPY	n,a,e,k,h
n,a,e,k,h,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,w,e,n,a,e,k,h
p,z,e,t,v,$,COPY	p,z,e,t,v
p,z,e,t,v,$,V,SG,1,PST+RMT	n,g,a,p,z,e,t,v
k,b,i,o,d,m,a,$,COPY	k,b,i,o,d,m,a
