s,e,k,a,$,COPY	s,e,k,a
m,u,s,a,$,V,SG,1,HOD	n,d,a,m,u,s,a
o,u,k,p,$,COPY	o,u,k,p
o,u,k,p,$,V,PL,2,FUT	m,u,c,h,a,o,u,k,p
m,b,k,n,$,COPY	m,b,k,n
m,b,k,n,$,V,PL,3,HOD	v,a,m,b,k,n
d,g,v,a,$,COPY	d,g,v,a
d,g,v,a,$,V,PL,1,FUT	t,i,c,h,a,d,g,v,a
i,u,k,m,$,COPY	i,u,k,m
i,u,k,m,$,V,PL,3,PST	v,a,k,a,i,u,k,m
y,o,b,k,$,COPY	y,o,b,k
y,o,b,k,$,V,SG,3,PRS	a,n,o,y,o,b,k
s,o,m,a,$,COPY	s,o,m,a
s,o,m,a,$,V,PL,1,FUT	t,i,c,h,a,s,o,m,a
w,a,n,a,$,COPY	w,a,n,a
w,a,n,a,$,V,PL,3,PRS	v,a,n,o,w,a,n,a
v,e,n,a,$,COPY	v,e,n,a
v,e,n,a,$,V,PL,2,FUT	m,u,c,h,a,v,e,n,a
w,z,m,i,$,COPY	w,z,m,i
w,z,m,i,$,V,SG,3,FUT	a,c,h,a,w,z,m,i
f,o,d,a,$,COPY	f,o,d,a
f,o,d,a,$,V,PL,2,PST	m,a,k,a,f,o,d,a
p,m,k,i,$,COPY	p,m,k,i
p,m,k,i,$,V,PL,3,FUT	v,a,c,h,a,p,m,k,i
w,b,f,y,$,COPY	w,b,f,y
w,b,f,y,$,V,PL,2,HOD	m,a,w,b,f,y
i,p,n,a,$,COPY	i,p,n,a
i,p,n,a,$,V,SG,2,FUT	u,c,h,a,i,p,n,a
w,f,m,a,$,COPY	w,f,m,a
w,f,m,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,w,f,m,a
y,z,v,y,$,COPY	y,z,v,y
y,z,v,y,$,V,PL,3,HOD	v,a,y,z,v,y
u,o,n,a,$,COPY	u,o,n,a
u,o,n,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,u,o,n,a
f,o,e,n,$,COPY	f,o,e,n
f,o,e,n,$,V,SG,1,PST	n,d,a,k,a,f,o,e,n
w,y,o,a,$,COPY	w,y,o,a
w,y,o,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,w,y,o,a
n,f,n,a,$,COPY	n,f,n,a
n,f,n,a,$,V,SG,1,HOD	n,d,a,n,f,n,a
n,a,z,a,$,COPY	n,a,z,a
n,a,z,a,$,V,SG,3,HOD	a,n,a,z,a
h,i,c,a,$,COPY	h,i,c,a
h,i,c,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,h,i,c,a
w,p,y,n,$,COPY	w,p,y,n
w,p,y,n,$,V,PL,1,PST	t,a,k,a,w,p,y,n
u,o,n,t,$,COPY	u,o,n,t
u,o,n,t,$,V,PL,1,HOD	t,a,u,o,n,t
i,o,n,a,$,COPY	i,o,n,a
i,o,n,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,i,o,n,a
n,o,n,a,$,COPY	n,o,n,a
n,o,n,a,$,V,PL,3,PST	v,a,k,a,n,o,n,a
w,o,n,s,$,COPY	w,o,n,s
w,o,n,s,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,w,o,n,s
w,o,g,a,$,COPY	w,o,g,a
w,o,g,a,$,V,SG,3,PST	a,k,a,w,o,g,a
y,o,a,a,$,COPY	y,o,a,a
y,o,a,a,$,V,SG,2,PRS	u,n,o,y,o,a,a
m,o,s,a,$,COPY	m,o,s,a
m,o,s,a,$,V,PL,1,PRS	t,i,n,o,m,o,s,a
w,o,n,a,$,V,SG,1,FUT	n,d,i,c,h,a,w,o,n,a
w,f,n,a,$,V,SG,1,PRS	n,d,i,n,o,w,f,n,a
h,o,h,s,$,COPY	h,o,h,s
h,o,h,s,$,V,SG,2,HOD	w,a,h,o,h,s
w,s,v,a,$,COPY	w,s,v,a
w,s,v,a,$,V,SG,2,PST	w,a,k,a,w,s,v,a
d,o,n,a,$,COPY	d,o,n,a
d,o,n,a,$,V,PL,2,PRS	m,u,n,o,d,o,n,a
o,h,i,k,k,$,COPY	o,h,i,k,k
o,h,i,k,k,$,V,SG,2,FUT	u,c,h,a,o,h,i,k,k
u,y,o,k,a,$,COPY	u,y,o,k,a
u,y,o,k,a,$,V,PL,2,HOD	m,a,u,y,o,k,a
d,s,y,m,z,$,COPY	d,s,y,m,z
d,s,y,m,z,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,d,s,y,m,z
d,y,m,k,a,$,COPY	d,y,m,k,a
d,y,m,k,a,$,V,PL,3,PRS	v,a,n,o,d,y,m,k,a
m,e,o,p,r,$,COPY	m,e,o,p,r
m,e,o,p,r,$,V,PL,2,PRS	m,u,n,o,m,e,o,p,r
d,w,y,k,a,$,COPY	d,w,y,k,a
d,w,y,k,a,$,V,SG,1,FUT	n,d,i,c,h,a,d,w,y,k,a
g,z,o,k,a,$,COPY	g,z,o,k,a
g,z,o,k,a,$,V,PL,2,FUT	m,u,c,h,a,g,z,o,k,a
d,z,b,k,a,$,COPY	d,z,b,k,a
d,z,b,k,a,$,V,SG,1,PST	n,d,a,k,a,d,z,b,k,a
g,z,o,t,s,$,COPY	g,z,o,t,s
g,z,o,t,s,$,V,PROG,SG,3,PRS	a,r,i,k,u,g,z,o,t,s
d,z,o,m,m,$,COPY	d,z,o,m,m
d,z,o,m,m,$,V,PL,1,PST	t,a,k,a,d,z,o,m,m
d,b,o,b,a,$,COPY	d,b,o,b,a
d,b,o,b,a,$,V,PL,3,HOD	v,a,d,b,o,b,a
z,v,u,k,a,$,COPY	z,v,u,k,a
z,v,u,k,a,$,V,SG,1,HOD	n,d,a,z,v,u,k,a
d,z,k,i,a,$,COPY	d,z,k,i,a
d,z,k,i,a,$,V,PL,1,HOD	t,a,d,z,k,i,a
d,h,g,k,a,$,COPY	d,h,g,k,a
d,h,g,k,a,$,V,SG,3,FUT	a,c,h,a,d,h,g,k,a
g,u,o,n,a,$,COPY	g,u,o,n,a
g,u,o,n,a,$,V,SG,2,PRS	u,n,o,g,u,o,n,a
d,z,o,k,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,d,z,o,k,a
d,z,r,k,a,$,COPY	d,z,r,k,a
d,z,r,k,a,$,V,PL,1,FUT	t,i,c,h,a,d,z,r,k,a
o,i,o,b,z,$,COPY	o,i,o,b,z
o,i,o,b,z,$,V,SG,1,PRS	n,d,i,n,o,o,i,o,b,z
s,k,c,z,w,$,COPY	s,k,c,z,w
s,k,c,z,w,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,s,k,c,z,w
t,b,o,y,n,$,COPY	t,b,o,y,n
t,b,o,y,n,$,V,SG,3,HOD	a,t,b,o,y,n
u,c,b,s,v,$,COPY	u,c,b,s,v
u,c,b,s,v,$,V,PROG,SG,2,PRS	u,r,i,k,u,u,c,b,s,v
z,f,i,p,a,$,COPY	z,f,i,p,a
z,f,i,p,a,$,V,SG,3,PRS	a,n,o,z,f,i,p,a
z,f,z,i,e,$,COPY	z,f,z,i,e
z,f,z,i,e,$,V,PL,2,PST	m,a,k,a,z,f,z,i,e
h,z,s,k,a,$,COPY	h,z,s,k,a
h,z,s,k,a,$,V,PL,1,PRS	t,i,n,o,h,z,s,k,a
m,z,o,c,a,$,COPY	m,z,o,c,a
m,z,o,c,a,$,V,PL,3,PST	v,a,k,a,m,z,o,c,a
k,z,o,u,w,$,COPY	k,z,o,u,w
k,z,o,u,w,$,V,SG,3,PST	a,k,a,k,z,o,u,w
c,z,o,k,g,$,COPY	c,z,o,k,g
c,z,o,k,g,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,c,z,o,k,g
d,y,r,k,a,$,COPY	d,y,r,k,a
d,y,r,k,a,$,V,SG,2,PST	w,a,k,a,d,y,r,k,a
u,z,o,k,f,$,COPY	u,z,o,k,f
u,z,o,k,f,$,V,SG,2,HOD	w,a,u,z,o,k,f
d,z,z,s,a,$,COPY	d,z,z,s,a
d,z,z,s,a,$,V,PL,3,FUT	v,a,c,h,a,d,z,z,s,a
b,e,n,w,d,$,COPY	b,e,n,w,d
b,e,n,w,d,$,V,SG,2,HOD	w,a,b,e,n,w,d
t,e,n,g,n,$,COPY	t,e,n,g,n
t,e,n,g,n,$,V,PL,1,PST	t,a,k,a,t,e,n,g,n
t,s,b,g,a,$,COPY	t,s,b,g,a
t,s,b,g,a,$,V,PL,3,PRS	v,a,n,o,t,s,b,g,a
c,e,m,g,a,$,COPY	c,e,m,g,a
c,e,m,g,a,$,V,SG,1,HOD	n,d,a,c,e,m,g,a
y,v,b,g,a,$,COPY	y,v,b,g,a
y,v,b,g,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,y,v,b,g,a
o,e,k,g,p,$,COPY	o,e,k,g,p
o,e,k,g,p,$,V,SG,1,PRS	n,d,i,n,o,o,e,k,g,p
m,e,n,g,a,$,COPY	m,e,n,g,a
m,e,n,g,a,$,V,PL,2,PST	m,a,k,a,m,e,n,g,a
t,e,n,g,s,$,COPY	t,e,n,g,s
t,e,n,g,s,$,V,PL,2,PRS	m,u,n,o,t,e,n,g,s
t,e,v,v,a,$,COPY	t,e,v,v,a
t,e,v,v,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,t,e,v,v,a
b,e,n,u,d,$,COPY	b,e,n,u,d
b,e,n,u,d,$,V,SG,1,FUT	n,d,i,c,h,a,b,e,n,u,d
t,z,n,v,t,$,COPY	t,z,n,v,t
t,z,n,v,t,$,V,PROG,SG,2,PRS	u,r,i,k,u,t,z,n,v,t
t,e,z,g,a,$,COPY	t,e,z,g,a
t,e,z,g,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,t,e,z,g,a
t,e,f,g,c,$,COPY	t,e,f,g,c
t,e,f,g,c,$,V,PL,1,HOD	t,a,t,e,f,g,c
a,o,n,g,a,$,COPY	a,o,n,g,a
a,o,n,g,a,$,V,PL,3,HOD	v,a,a,o,n,g,a
a,e,g,g,z,$,COPY	a,e,g,g,z
a,e,g,g,z,$,V,PROG,SG,3,PRS	a,r,i,k,u,a,e,g,g,z
t,h,n,g,g,$,COPY	t,h,n,g,g
t,h,n,g,g,$,V,PL,1,PRS	t,i,n,o,t,h,n,g,g
z,e,k,g,r,$,COPY	z,e,k,g,r
z,e,k,g,r,$,V,SG,2,PRS	u,n,o,z,e,k,g,r
r,e,n,i,p,$,COPY	r,e,n,i,p
r,e,n,i,p,$,V,SG,2,FUT	u,c,h,a,r,e,n,i,p
b,n,h,g,a,$,COPY	b,n,h,g,a
b,n,h,g,a,$,V,PL,3,PST	v,a,k,a,b,n,h,g,a
d,c,n,g,w,$,COPY	d,c,n,g,w
d,c,n,g,w,$,V,SG,3,FUT	a,c,h,a,d,c,n,g,w
t,e,n,g,z,$,COPY	t,e,n,g,z
t,e,n,g,z,$,V,SG,2,PST	w,a,k,a,t,e,n,g,z
a,m,s,g,u,$,COPY	a,m,s,g,u
a,m,s,g,u,$,V,SG,3,PRS	a,n,o,a,m,s,g,u
s,e,n,g,a,$,V,PL,2,FUT	m,u,c,h,a,s,e,n,g,a
t,e,e,g,a,$,COPY	t,e,e,g,a
t,e,e,g,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,t,e,e,g,a
t,e,i,d,a,$,COPY	t,e,i,d,a
t,e,i,d,a,$,V,SG,3,PST	a,k,a,t,e,i,d,a
t,m,g,g,a,$,V,PL,1,FUT	t,i,c,h,a,t,m,g,g,a
t,p,r,g,a,$,COPY	t,p,r,g,a
t,p,r,g,a,$,V,PL,2,HOD	m,a,t,p,r,g,a
t,o,n,w,a,$,COPY	t,o,n,w,a
t,o,n,w,a,$,V,SG,1,PST	n,d,a,k,a,t,o,n,w,a
t,e,n,a,a,$,COPY	t,e,n,a,a
t,e,n,a,a,$,V,PL,3,FUT	v,a,c,h,a,t,e,n,a,a
d,o,n,g,n,$,COPY	d,o,n,g,n
d,o,n,g,n,$,V,SG,3,HOD	a,d,o,n,g,n
t,a,y,r,a,$,V,SG,3,HOD	a,t,a,y,r,a
t,h,u,r,f,$,COPY	t,h,u,r,f
t,h,u,r,f,$,V,PL,2,HOD	m,a,t,h,u,r,f
t,a,m,p,b,$,COPY	t,a,m,p,b
t,a,m,p,b,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,t,a,m,p,b
t,a,g,v,p,$,COPY	t,a,g,v,p
t,a,g,v,p,$,V,PL,2,FUT	m,u,c,h,a,t,a,g,v,p
t,a,e,r,a,$,COPY	t,a,e,r,a
t,a,e,r,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,t,a,e,r,a
u,f,u,r,a,$,COPY	u,f,u,r,a
u,f,u,r,a,$,V,SG,1,FUT	n,d,i,c,h,a,u,f,u,r,a
t,a,u,c,a,$,COPY	t,a,u,c,a
t,a,u,c,a,$,V,PL,1,FUT	t,i,c,h,a,t,a,u,c,a
w,w,z,r,a,$,COPY	w,w,z,r,a
w,w,z,r,a,$,V,SG,2,FUT	u,c,h,a,w,w,z,r,a
o,b,y,r,h,$,COPY	o,b,y,r,h
o,b,y,r,h,$,V,SG,1,HOD	n,d,a,o,b,y,r,h
f,a,w,z,a,$,COPY	f,a,w,z,a
f,a,w,z,a,$,V,PL,3,PRS	v,a,n,o,f,a,w,z,a
t,f,u,r,a,$,COPY	t,f,u,r,a
t,f,u,r,a,$,V,PL,3,PST	v,a,k,a,t,f,u,r,a
t,b,p,a,a,$,COPY	t,b,p,a,a
t,b,p,a,a,$,V,PL,1,PRS	t,i,n,o,t,b,p,a,a
t,a,u,r,a,$,V,PL,1,PST	t,a,k,a,t,a,u,r,a
k,a,u,m,a,$,COPY	k,a,u,m,a
k,a,u,m,a,$,V,PL,2,PRS	m,u,n,o,k,a,u,m,a
t,p,i,r,t,$,COPY	t,p,i,r,t
t,p,i,r,t,$,V,SG,3,FUT	a,c,h,a,t,p,i,r,t
t,o,w,s,a,$,COPY	t,o,w,s,a
t,o,w,s,a,$,V,SG,1,PST	n,d,a,k,a,t,o,w,s,a
a,d,r,o,a,$,COPY	a,d,r,o,a
a,d,r,o,a,$,V,SG,2,HOD	w,a,a,d,r,o,a
t,w,g,r,t,$,COPY	t,w,g,r,t
t,w,g,r,t,$,V,SG,3,PRS	a,n,o,t,w,g,r,t
t,o,u,r,s,$,COPY	t,o,u,r,s
t,o,u,r,s,$,V,SG,1,PRS	n,d,i,n,o,t,o,u,r,s
t,a,i,r,a,$,COPY	t,a,i,r,a
t,a,i,r,a,$,V,PL,1,HOD	t,a,t,a,i,r,a
e,f,u,r,a,$,COPY	e,f,u,r,a
e,f,u,r,a,$,V,PL,2,PST	m,a,k,a,e,f,u,r,a
o,a,u,r,v,$,COPY	o,a,u,r,v
o,a,u,r,v,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,o,a,u,r,v
f,a,u,o,y,$,COPY	f,a,u,o,y
f,a,u,o,y,$,V,PROG,SG,3,PRS	a,r,i,k,u,f,a,u,o,y
t,a,u,h,z,$,COPY	t,a,u,h,z
t,a,u,h,z,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,t,a,u,h,z
c,f,u,r,z,$,COPY	c,f,u,r,z
c,f,u,r,z,$,V,PL,3,FUT	v,a,c,h,a,c,f,u,r,z
a,a,u,f,a,$,COPY	a,a,u,f,a
a,a,u,f,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,a,a,u,f,a
t,y,b,r,w,$,COPY	t,y,b,r,w
t,y,b,r,w,$,V,SG,2,PST	w,a,k,a,t,y,b,r,w
t,a,p,c,a,$,COPY	t,a,p,c,a
t,a,p,c,a,$,V,SG,3,PST	a,k,a,t,a,p,c,a
t,a,u,r,a,$,V,PL,3,HOD	v,a,t,a,u,r,a
i,a,w,r,a,$,COPY	i,a,w,r,a
i,a,w,r,a,$,V,SG,2,PRS	u,n,o,i,a,w,r,a
b,u,i,a,$,COPY	b,u,i,a
b,u,i,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,b,u,i,a
b,k,s,a,$,COPY	b,k,s,a
b,k,s,a,$,V,SG,3,PST	a,k,a,b,k,s,a
b,h,p,h,$,COPY	b,h,p,h
b,h,p,h,$,V,PL,2,PRS	m,u,n,o,b,h,p,h
m,u,a,a,$,V,PL,3,PRS	v,a,n,o,m,u,a,a
u,u,u,m,$,COPY	u,u,u,m
u,u,u,m,$,V,PROG,SG,3,PRS	a,r,i,k,u,u,u,u,m
b,v,e,a,$,COPY	b,v,e,a
b,v,e,a,$,V,PL,1,PST	t,a,k,a,b,v,e,a
b,u,d,k,$,COPY	b,u,d,k
b,u,d,k,$,V,PL,2,PST	m,a,k,a,b,u,d,k
f,h,d,c,$,COPY	f,h,d,c
f,h,d,c,$,V,SG,1,HOD	n,d,a,f,h,d,c
r,i,d,f,$,COPY	r,i,d,f
r,i,d,f,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,r,i,d,f
b,a,d,a,$,COPY	b,a,d,a
b,a,d,a,$,V,SG,3,FUT	a,c,h,a,b,a,d,a
b,u,y,m,$,COPY	b,u,y,m
b,u,y,m,$,V,SG,3,HOD	a,b,u,y,m
o,s,d,a,$,COPY	o,s,d,a
o,s,d,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,o,s,d,a
b,u,w,a,$,COPY	b,u,w,a
b,u,w,a,$,V,PL,2,HOD	m,a,b,u,w,a
i,k,t,a,$,COPY	i,k,t,a
i,k,t,a,$,V,PL,3,PST	v,a,k,a,i,k,t,a
b,u,d,b,$,COPY	b,u,d,b
b,u,d,b,$,V,SG,2,PST	w,a,k,a,b,u,d,b
u,k,y,a,$,COPY	u,k,y,a
u,k,y,a,$,V,SG,2,HOD	w,a,u,k,y,a
m,u,p,f,$,COPY	m,u,p,f
m,u,p,f,$,V,PL,3,HOD	v,a,m,u,p,f
b,u,r,a,$,V,SG,1,PRS	n,d,i,n,o,b,u,r,a
b,m,d,a,$,COPY	b,m,d,a
b,m,d,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,b,m,d,a
s,u,s,a,$,COPY	s,u,s,a
s,u,s,a,$,V,PL,1,HOD	t,a,s,u,s,a
s,y,d,a,$,COPY	s,y,d,a
s,y,d,a,$,V,PL,1,PRS	t,i,n,o,s,y,d,a
b,m,d,a,$,V,SG,2,FUT	u,c,h,a,b,m,d,a
t,u,f,a,$,COPY	t,u,f,a
t,u,f,a,$,V,SG,1,FUT	n,d,i,c,h,a,t,u,f,a
o,c,h,z,$,COPY	o,c,h,z
o,c,h,z,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,o,c,h,z
b,u,p,c,$,COPY	b,u,p,c
b,u,p,c,$,V,PL,3,FUT	v,a,c,h,a,b,u,p,c
b,o,d,m,$,COPY	b,o,d,m
b,o,d,m,$,V,SG,1,PST	n,d,a,k,a,b,o,d,m
b,u,d,a,$,V,SG,2,PRS	u,n,o,b,u,d,a
b,o,d,a,$,V,PL,2,FUT	m,u,c,h,a,b,o,d,a
b,u,d,a,$,V,PL,1,FUT	t,i,c,h,a,b,u,d,a
k,u,n,a,$,COPY	k,u,n,a
k,u,n,a,$,V,SG,3,PRS	a,n,o,k,u,n,a
i,u,z,o,a,$,COPY	i,u,z,o,a
i,u,z,o,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,u,z,o,a
i,o,z,k,u,$,COPY	i,o,z,k,u
i,o,z,k,u,$,V,SG,1,PST	n,d,a,k,a,o,z,k,u
i,p,h,w,m,$,COPY	i,p,h,w,m
i,p,h,w,m,$,V,PL,2,PRS	m,u,n,o,p,h,w,m
i,d,f,w,z,$,COPY	i,d,f,w,z
i,d,f,w,z,$,V,SG,3,FUT	a,c,h,a,d,f,w,z
i,n,c,p,a,$,COPY	i,n,c,p,a
i,n,c,p,a,$,V,SG,3,PST	a,k,a,n,c,p,a
i,n,z,w,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,n,z,w,a
i,n,a,w,a,$,COPY	i,n,a,w,a
i,n,a,w,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,n,a,w,a
i,p,z,w,t,$,COPY	i,p,z,w,t
i,p,z,w,t,$,V,SG,1,FUT	n,d,i,c,h,a,p,z,w,t
i,p,m,w,b,$,COPY	i,p,m,w,b
i,p,m,w,b,$,V,PL,1,FUT	t,i,c,h,a,p,m,w,b
i,n,z,w,a,$,V,PL,2,HOD	m,a,n,z,w,a
i,n,d,w,a,$,COPY	i,n,d,w,a
i,n,d,w,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,n,d,w,a
i,u,n,w,a,$,COPY	i,u,n,w,a
i,u,n,w,a,$,V,SG,3,HOD	a,u,n,w,a
i,n,s,w,a,$,V,PL,3,PST	v,a,k,a,n,s,w,a
i,n,p,p,a,$,COPY	i,n,p,p,a
i,n,p,p,a,$,V,PL,3,FUT	v,a,c,h,a,n,p,p,a
i,d,d,w,a,$,COPY	i,d,d,w,a
i,d,d,w,a,$,V,SG,2,PST	w,a,k,a,d,d,w,a
i,n,z,w,a,$,V,SG,1,PRS	n,d,i,n,o,n,z,w,a
i,n,h,d,a,$,COPY	i,n,h,d,a
i,n,h,d,a,$,V,PL,3,PRS	v,a,n,o,n,h,d,a
i,n,c,w,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,n,c,w,a
i,p,f,k,m,$,COPY	i,p,f,k,m
i,p,f,k,m,$,V,PL,2,FUT	m,u,c,h,a,p,f,k,m
i,a,z,w,f,$,COPY	i,a,z,w,f
i,a,z,w,f,$,V,PL,2,PST	m,a,k,a,a,z,w,f
i,n,z,w,b,$,V,SG,2,PRS	u,n,o,n,z,w,b
i,n,z,w,y,$,COPY	i,n,z,w,y
i,n,z,w,y,$,V,SG,2,FUT	u,c,h,a,n,z,w,y
i,c,w,e,a,$,COPY	i,c,w,e,a
i,c,w,e,a,$,V,PL,1,HOD	t,a,c,w,e,a
i,n,r,w,a,$,COPY	i,n,r,w,a
i,n,r,w,a,$,V,SG,1,HOD	n,d,a,n,r,w,a
i,n,z,w,a,$,V,SG,2,HOD	w,a,n,z,w,a
i,n,p,w,s,$,COPY	i,n,p,w,s
i,n,p,w,s,$,V,PL,1,PRS	t,i,n,o,n,p,w,s
i,n,f,w,a,$,COPY	i,n,f,w,a
i,n,f,w,a,$,V,PL,1,PST	t,a,k,a,n,f,w,a
i,i,z,f,a,$,COPY	i,i,z,f,a
i,i,z,f,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,i,z,f,a
i,c,u,w,n,$,COPY	i,c,u,w,n
i,c,u,w,n,$,V,PL,3,HOD	v,a,c,u,w,n
i,n,g,w,r,$,COPY	i,n,g,w,r
i,n,g,w,r,$,V,SG,3,PRS	a,n,o,n,g,w,r
t,t,w,a,d,a,$,COPY	t,t,w,a,d,a
t,t,w,a,d,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,t,t,w,a,d,a
t,s,v,g,d,a,$,COPY	t,s,v,g,d,a
t,s,v,g,d,a,$,V,SG,1,FUT	n,d,i,c,h,a,t,s,v,g,d,a
t,r,g,o,i,a,$,COPY	t,r,g,o,i,a
t,r,g,o,i,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,t,r,g,o,i,a
t,b,r,o,d,a,$,COPY	t,b,r,o,d,a
t,b,r,o,d,a,$,V,PL,2,FUT	m,u,c,h,a,t,b,r,o,d,a
t,v,m,o,d,a,$,COPY	t,v,m,o,d,a
t,v,m,o,d,a,$,V,SG,3,FUT	a,c,h,a,t,v,m,o,d,a
t,s,c,z,d,a,$,COPY	t,s,c,z,d,a
t,s,c,z,d,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,t,s,c,z,d,a
t,s,s,o,d,a,$,COPY	t,s,s,o,d,a
t,s,s,o,d,a,$,V,SG,3,PST	a,k,a,t,s,s,o,d,a
t,b,v,w,d,a,$,COPY	t,b,v,w,d,a
t,b,v,w,d,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,t,b,v,w,d,a
t,o,m,p,d,a,$,COPY	t,o,m,p,d,a
t,o,m,p,d,a,$,V,PL,1,PRS	t,i,n,o,t,o,m,p,d,a
t,s,v,z,i,a,$,COPY	t,s,v,z,i,a
t,s,v,z,i,a,$,V,PL,2,PRS	m,u,n,o,t,s,v,z,i,a
t,s,v,o,d,a,$,V,PL,1,HOD	t,a,t,s,v,o,d,a
t,e,v,b,d,a,$,COPY	t,e,v,b,d,a
t,e,v,b,d,a,$,V,PL,3,PST	v,a,k,a,t,e,v,b,d,a
t,y,v,k,d,a,$,COPY	t,y,v,k,d,a
t,y,v,k,d,a,$,V,SG,2,FUT	u,c,h,a,t,y,v,k,d,a
t,o,n,k,z,a,$,COPY	t,o,n,k,z,a
t,o,n,k,z,a,$,V,PL,1,FUT	t,i,c,h,a,t,o,n,k,z,a
t,o,c,c,a,a,$,COPY	t,o,c,c,a,a
t,o,c,c,a,a,$,V,PL,3,HOD	v,a,t,o,c,c,a,a
t,s,m,g,s,a,$,COPY	t,s,m,g,s,a
t,s,m,g,s,a,$,V,SG,3,HOD	a,t,s,m,g,s,a
t,h,v,m,b,a,$,COPY	t,h,v,m,b,a
t,h,v,m,b,a,$,V,PL,2,HOD	m,a,t,h,v,m,b,a
t,w,v,o,t,a,$,COPY	t,w,v,o,t,a
t,w,v,o,t,a,$,V,PL,3,FUT	v,a,c,h,a,t,w,v,o,t,a
t,s,w,o,d,a,$,V,SG,1,PST	n,d,a,k,a,t,s,w,o,d,a
t,d,v,y,t,a,$,COPY	t,d,v,y,t,a
t,d,v,y,t,a,$,V,SG,2,PST	w,a,k,a,t,d,v,y,t,a
t,s,e,o,d,a,$,COPY	t,s,e,o,d,a
t,s,e,o,d,a,$,V,PL,2,PST	m,a,k,a,t,s,e,o,d,a
t,s,t,o,d,a,$,V,PL,3,PRS	v,a,n,o,t,s,t,o,d,a
t,s,v,e,d,a,$,COPY	t,s,v,e,d,a
t,s,v,e,d,a,$,V,SG,1,HOD	n,d,a,t,s,v,e,d,a
t,s,v,o,d,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,t,s,v,o,d,a
t,s,v,o,p,a,$,COPY	t,s,v,o,p,a
t,s,v,o,p,a,$,V,SG,2,HOD	w,a,t,s,v,o,p,a
t,b,h,o,t,a,$,COPY	t,b,h,o,t,a
t,b,h,o,t,a,$,V,SG,1,PRS	n,d,i,n,o,t,b,h,o,t,a
t,s,d,g,d,a,$,COPY	t,s,d,g,d,a
t,s,d,g,d,a,$,V,PL,1,PST	t,a,k,a,t,s,d,g,d,a
t,e,a,d,y,a,$,COPY	t,e,a,d,y,a
t,e,a,d,y,a,$,V,SG,3,PRS	a,n,o,t,e,a,d,y,a
t,s,b,r,f,a,$,COPY	t,s,b,r,f,a
t,s,b,r,f,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,t,s,b,r,f,a
t,r,m,u,d,a,$,COPY	t,r,m,u,d,a
t,r,m,u,d,a,$,V,SG,2,PRS	u,n,o,t,r,m,u,d,a
w,v,b,z,k,r,a,$,COPY	w,v,b,z,k,r,a
w,v,b,z,k,r,a,$,V,PL,1,PRS	t,i,n,o,w,v,b,z,k,r,a
w,v,d,z,w,s,a,$,COPY	w,v,d,z,w,s,a
w,v,d,z,w,s,a,$,V,SG,3,PRS	a,n,o,w,v,d,z,w,s,a
w,e,d,s,e,o,a,$,COPY	w,e,d,s,e,o,a
w,e,d,s,e,o,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,w,e,d,s,e,o,a
w,e,v,z,e,y,a,$,COPY	w,e,v,z,e,y,a
w,e,v,z,e,y,a,$,V,SG,3,FUT	a,c,h,a,w,e,v,z,e,y,a
w,d,d,z,s,r,a,$,COPY	w,d,d,z,s,r,a
